"","x1.mcar","x2.mcar","x3.mcar","y"
"64",NA,1.0443329588061,-8.25871354919863,-11.6227218913925
"65",1,NA,NA,-8.92522938676787
"66",1,NA,-8.9095739996601,-8.84237292105878
"67",0,0.9439294411268,-10.6916105276488,-11.9042748615656
"68",0,0.927566951505108,-10.3152194151139,-11.320671644834
"69",0,0.0196737991921761,-11.7234818039533,-12.4161050889469
"70",0,-0.603855053180781,NA,-10.8986582526541
"71",0,-0.935487159498339,NA,-10.5652485649218
"72",NA,-0.173316992736876,-9.16910159008267,-7.42626807542397
"73",1,NA,-9.493856119968,-9.07013295271816
"74",0,-0.0272791936461452,-10.6569382207317,-10.8603201128831
"75",1,-1.57303639107649,-9.02214790465288,-8.77267003964555
"76",0,0.492159381556375,-9.91439723428988,-13.1349303348308
"77",NA,1.30566823083061,-8.64392864322943,-11.491875847627
"78",1,0.77262927303059,-9.10366101849361,-9.94538418555216
"79",NA,-0.791470622594707,NA,-9.50427781258854
"80",NA,1.2503348528043,-12.196115976868,-15.0594248777973
"81",0,-1.52908537251775,NA,-11.3473292934187
"82",0,NA,-10.5834923876768,-12.6081270626859
"83",0,-0.691071033705993,-9.88623635930399,-10.5111692637022
"84",1,-0.674024831854637,-12.6063678814381,-11.5083309239331
"85",1,-1.00046043330452,-12.2275500538178,-11.6347679031122
"86",0,-0.571278060562742,NA,-9.70646943206885
"87",0,1.04911803502437,-9.9533408481805,-12.8705061801258
"88",1,-0.580509679001065,-9.33465102537776,-9.20969067926015
"89",1,0.87025642718308,-11.8539588981939,-10.3055923815735
"90",0,-0.428224604735923,-10.3741579337591,-10.922649643678
"91",0,0.417946477102363,-9.0726446441566,-12.1189006587694
"92",0,0.57623145801661,NA,-13.9848704305422
"93",0,2.44540547874833,NA,-12.7518380728093
"94",1,-0.499092873195632,-10.2701100415074,-11.6169651839607
"95",NA,NA,-10.3648069139916,-10.5964468611168
"96",0,0.575388432648558,-9.7763671679195,-12.0836440348675
"97",0,-0.395004598309598,-11.1023225714197,-10.2969721513113
"98",0,-0.214865489882641,NA,-11.4153927393419
"99",1,-0.647229102870496,NA,-9.85240890694951
"100",0,1.62501572716094,-10.7820130759888,-13.0186097419783
"101",0,-0.456232590808039,NA,-11.9727863895073
"102",0,1.10789232565025,-10.0900574992665,-11.9828357725393
"103",0,-1.84502801812274,-9.96685443076055,-9.03332234491782
"104",NA,0.441935773912603,-9.43897369409282,-9.91611799231578
"105",NA,0.0874046134578589,-9.98312971222747,-12.0630150267163
"106",0,0.850490936978675,-9.56630719903844,-11.8589277245895
"107",NA,0.361170796868831,-9.40411122787424,-10.4956412143755
"108",1,0.283088115699875,-10.0902320348459,-11.0032592146272
"109",0,-1.0704302293613,-9.27658920728707,-8.76861928906473
"110",0,1.81470155487698,-10.587430046444,-13.3456958968472
"111",1,NA,-8.45923734924351,-8.20762716932476
"112",0,0.294446947812392,NA,-11.6077128480663
"113",1,1.28373454989916,-9.01915818480403,-11.7435827132966
"114",0,-0.0321705155566533,-11.1821604898624,-12.6999622754277
"115",0,0.14322141763285,NA,-11.6133878473164
"116",0,-0.0914432762267219,NA,-9.88070036724018
"117",0,-0.418830669353712,-9.26978421944017,-10.9310576042073
"118",0,0.256030957977976,-10.3343360269802,-11.5928779224488
"119",NA,NA,NA,-8.61886218641355
"120",1,-0.487353324901747,NA,-10.1110987136148
"121",0,NA,NA,-11.9805407240436
"122",1,-0.859657529451031,-9.18521408624855,-7.93245906031879
"123",1,0.0954469928478284,-10.0111576608072,-9.78743662836232
"124",NA,NA,-10.9475534864504,-12.5374100060831
"125",0,1.07859066483229,-10.475279923399,-10.1021826375496
"126",NA,-0.215221520656543,-10.5217827145019,-9.63661782108356
"127",0,-0.0185653123291623,-11.0841999854222,-12.3292076504334
"128",0,0.389353958603333,NA,-9.98057486903383
"129",0,0.514121216281534,-9.33410441554164,-12.0320252765425
"130",1,0.212967520947538,NA,-8.48695758060135
"131",1,NA,NA,-6.62742291334836
"132",0,1.13256874803511,-9.7521080965543,-13.0751825124079
"133",1,-0.415393083567899,-10.0765085012919,-8.85279440896763
"134",0,NA,NA,-10.6469978819919
"135",1,NA,-8.26044496001064,-8.56644123901556
"136",0,-0.483630250931233,-10.1462499875578,-11.9348604595862
"137",0,-1.73331028725789,-9.09818328768511,-8.82830791806763
"138",0,1.61509561777205,-10.7832445531479,-14.4194842668043
"139",0,0.738697561021507,NA,-11.3744102829279
"140",0,-0.381689125549073,NA,-9.82553785076411
"141",0,-0.640818299270124,-8.95051215167797,-9.26662328850045
"142",1,-0.4787170490422,NA,-9.37122306206392
"143",0,0.262931928237945,-8.98732437793353,-12.2251852637
"144",1,2.01481829108477,-10.8890968685579,-12.8354303000581
"145",0,-1.4626254491282,-8.74699054664286,-9.45822772703231
"146",1,NA,NA,-10.6247812324461
"147",0,0.901256683831325,-9.91571412396619,-10.8037594910199
"148",1,NA,NA,-10.3785606535404
"149",0,0.703928488752801,-11.8769516590431,-14.6905924558899
"150",0,0.601298599575718,NA,-12.6260955426301
"151",0,-0.678589875876747,-10.7122428540571,-10.4714118139483
"152",1,0.0741568528492488,-9.81553596417429,-10.4191823126927
"153",1,0.720739300979527,-9.05887295607404,-10.5281750808539
"154",1,0.190330857134336,NA,-5.66891448933964
"155",1,NA,-9.43167887510177,-10.3430271427399
"156",0,0.278894606752334,NA,-9.3688079143899
"157",0,NA,-10.3752722618622,-13.5054592613464
"158",NA,0.881273747310027,-9.44025871061935,-10.4786012032339
"159",0,0.0687718913836674,-9.68863706243414,-11.3779312092615
"160",0,0.590981463037475,-9.22056493233837,-13.1021141610383
"161",NA,NA,-9.0538235115298,-12.3118963795042
"162",NA,0.631737772641666,-9.31612467378717,-9.34790222213034
"163",NA,-1.364888790264,-10.8917757328546,-7.55330406001456
"164",1,NA,-9.97918037635311,-9.70627403044994
"165",NA,NA,NA,-8.87082827725281
"166",0,-0.0227077296958214,-10.178634098202,-11.6789819366533
"167",0,-0.156591450518233,-11.320579139495,-11.7725920237762
"168",NA,0.230260698003782,NA,-10.2979833236728
"169",1,0.47474033799403,NA,-7.95875839877225
"170",0,0.700664982136217,-8.85742765645062,-10.4424004774143
"171",NA,0.471380208099236,-9.97272918623141,-12.2760056284781
"172",NA,1.55555522350336,NA,-11.1999671222038
"173",0,-1.20106065340322,-11.4510821193429,-12.3672332985136
"174",1,-0.675035279243517,-12.9694833112079,-12.9651711973647
"175",1,-0.0441579716464172,NA,-10.2193072446341
"176",0,0.344641286684691,-10.3493930803203,-12.4490877815973
"177",0,NA,-8.83415866950482,-10.2423462262842
"178",1,-0.563558545195587,NA,-9.94426258383647
"179",0,NA,-9.28493468030272,-9.7967673777201
"180",0,-1.60024261302223,-9.26873389282126,-8.41137998967537
"181",NA,NA,-10.0508751617825,-12.659895797158
"182",NA,NA,-9.27500900726804,-11.9412322786089
"183",0,-0.721987826788736,-11.5109135692119,-11.1699231495275
"184",NA,-0.713261861969412,NA,-9.84469285233188
"185",1,1.21411052482843,NA,-10.0630425715812
"186",0,1.53532375768006,-10.7224185514686,-14.3231836735969
"187",0,-0.436311663636268,NA,-10.9788422608315
"188",NA,-0.178485462159249,-10.333688873986,-10.8248779732113
"189",0,-1.87740740363055,-9.04258563353798,-7.4468060146692
"190",0,1.14004905527176,-9.46272168037954,-10.4593615770958
"191",0,NA,NA,-13.6151411399914
"192",NA,NA,-12.5446010975079,-11.645649421292
"193",NA,-0.0803918275178651,-12.017982391452,-13.6619003495488
"194",1,NA,NA,-11.5042365561271
"195",1,NA,NA,-8.92911164039822
"196",0,0.593788326069288,-10.475866030112,-12.0354664145956
"197",0,-2.95651311526459,-10.7546700810864,-7.53107010692158
"198",1,-0.607680908515672,-10.5426490628536,-9.2995078594802
"199",0,0.962417816526432,NA,-13.7420356531917
"200",NA,-1.10221956504647,-11.0857840444172,-10.601568085889
"201",NA,NA,NA,-10.203578591936
"202",1,0.509863428563697,-11.1911201052051,-13.1026621367348
"203",NA,0.348409346456622,NA,-11.9910279925392
"204",0,NA,-11.4433836133017,-13.0904852358431
"205",0,-0.537880558364366,-10.3930903567752,-11.6801769978926
"206",1,-1.21580061991446,-11.2624402973116,-10.6802019716947
"207",0,-0.746135504770519,-10.6716004690512,-11.5758217309668
"208",0,0.510112857161218,-9.85132652699396,-11.5197064432724
"209",NA,-0.514615628363811,-9.27470796427022,-9.93216093706778
"210",0,-0.26531194555116,-9.2304525165269,-10.5467564837107
"211",1,1.63929780338161,-10.6362869083661,-11.0174065744592
"212",1,NA,-10.1526944943338,-9.89498508216798
"213",0,-0.782607691900871,NA,-10.3778285497372
"214",0,NA,-9.26313037172761,-11.3065503083941
"215",0,NA,-9.28507575240689,-7.29364106436958
"216",0,-0.516139846236406,-10.7640569507694,-10.6460338781063
"217",0,-0.72401369661469,-10.3348611481232,-10.0774928546373
"218",0,-0.67184484610809,-8.40627595450067,-7.78602444695254
"219",0,0.556956702551444,-9.04990316325302,-11.5072111999553
"220",NA,-0.107112729777769,-11.007595620924,-10.4558778807235
"221",1,-1.8666823358379,-10.9567689272677,-8.42680329419144
"222",1,0.204108307246196,-8.70844988293778,-9.17370739374222
"223",0,0.114544934742252,-9.85801544157983,-11.7107000423517
"224",0,NA,-8.58477213378272,-8.3270488821833
"225",1,0.130250975956647,NA,-11.6450642539772
"226",1,NA,NA,-10.6379779263102
"227",0,0.948984963880908,-9.75798405526358,-12.7438820450985
"228",NA,NA,-12.0818910977867,-13.5553627596279
"229",0,0.851637230116315,NA,-11.383671649744
"230",0,-0.489467812324604,NA,-10.7895434864823
"231",1,NA,-10.4657667987586,-8.9343464162369
"232",0,-1.21584859170221,NA,-9.11772406851023
"233",0,-1.47944997389305,-8.17713397143934,-7.11943775359926
"234",0,1.13366740057357,-9.88851866257544,-14.9112626093365
"235",1,1.01614076127273,-9.00012086221504,-9.51005304844995
"236",0,-0.173847516422812,-10.3109884658019,-10.6897621286584
"237",NA,-0.633082650681954,-10.7391323965065,-9.28632853353742
"238",0,NA,-10.3204071907301,-11.6789837924203
"239",0,0.17945470532506,-11.5744636970156,-12.0258251100289
"240",0,-1.80045286735524,NA,-11.6185942000287
"241",0,-0.823955418094524,-9.06145015007163,-8.32560056967137
"242",1,0.495000034946424,-10.1767184811913,-10.7265689361765
"243",0,-0.59927551157336,-10.9824368726789,-11.3445909713136
"244",0,0.825446977293645,NA,-15.2183852058573
"245",0,0.889787175144159,-11.9234549929597,-15.2344988915924
"246",0,NA,-9.35049110727937,-11.6125648778656
"247",NA,1.33360864749391,NA,-11.3977396341824
"248",0,NA,-9.84491617812733,-7.08842270666364
"249",0,-0.724825697122697,-9.50617181406807,-9.26998512582072
"250",0,2.02424497333119,-9.72391589472453,-11.8423514773028
"251",NA,1.28178399490884,NA,-12.9916021660578
"252",0,-0.00777614642425189,NA,-11.9274939944873
"253",0,-0.465324381819501,NA,-11.7901314602345
"254",NA,NA,-11.1030031961973,-13.2851154055571
"255",0,0.258984353576506,NA,-12.5009638185009
"256",0,-0.130196951900471,-9.13002208206053,-8.00753123831739
"257",0,-1.00929009110785,NA,-13.1264883204956
"258",0,0.819422160373628,NA,-13.2967334673744
"259",1,NA,-8.86242816568422,-9.26595720776556
"260",1,0.919761250895277,-10.6003093711847,-11.0505801480247
"261",0,3.15816891249846,-9.38550888659034,-12.3243870005095
"262",1,NA,-10.1218238784032,-10.4891638159218
"263",NA,1.90854203532142,NA,-12.0988808106988
"264",0,0.0574955986581439,-9.66559804114162,-11.3735614612525
"265",0,-2.42951100189158,-9.93323880240405,-10.3125999081743
"266",NA,NA,-10.1385799033051,-10.088611454768
"267",0,-0.0700751026801109,-10.1821665512859,-11.9282996834118
"268",NA,1.38381643809491,-10.7523120369821,-11.9634086383081
"269",NA,-1.14926779349396,-8.94328383683047,-10.376657888595
"270",1,0.347595663621572,NA,-12.8540340474295
"271",NA,-0.593428945521247,NA,-9.91054468420239
"272",0,-0.0612589435600909,-8.79349665206413,-8.08442419424325
"273",0,-0.287151593447677,-9.50295944345666,-9.48552200855037
"274",0,NA,-9.78497606311921,-12.7772984607779
"275",0,NA,-10.4482356500954,-13.1534940860146
"276",0,0.197335319472834,-12.4737817307891,-13.7601465015188
"277",0,1.07448531590072,-9.59346647285996,-11.3888193813075
"278",0,NA,-9.21132020221537,-11.9694403597804
"279",0,-0.688291579621306,NA,-10.1579355414557
"280",1,-0.76067057768089,NA,-9.39402046300322
"281",1,1.51502424444573,-10.6189884726848,-12.221242022939
"282",1,0.357287662449377,NA,-9.24063524546519
"283",1,NA,-11.472358863953,-11.7455532701234
"284",0,0.868373062168041,-10.2097729048506,-11.5509638083944
"285",1,0.445855811272604,NA,-10.4103883522173
"286",1,NA,-9.48154117787741,-10.712659130592
"287",1,-0.00954025062793646,-9.5607241585199,-8.48104324805396
"288",0,-0.252180952998021,-9.1042373070352,-8.91670346691228
"289",0,0.606894517264242,NA,-9.22192215317028
"290",0,0.336267757373148,-9.38641514981066,-9.49916216995134
"291",0,1.05256080069232,-8.33734205885591,-9.79591978618806
"292",0,-0.0266436846208145,-8.87289066365542,-9.19175731795764
"293",1,-1.75694583009057,NA,-9.20337892781079
"294",0,NA,-9.95373443615471,-10.2837445368748
"295",0,-1.95384417596903,-10.1506651669358,-8.83314904016144
"296",1,NA,-11.0767730935939,-13.2279026533531
"297",0,-0.213187428830808,NA,-8.49730667398233
"298",0,-1.74197581045333,NA,-5.8885519987092
"299",0,NA,-12.0939607299682,-15.2970925189246
"300",NA,-1.28060119392008,-11.1467602751547,-8.82726335590401
"301",NA,NA,NA,-11.6013038397456
"302",0,-0.0925125777480884,-7.83352282959388,-9.08277370125684
"303",1,-0.124649495124229,NA,-8.52678745794617
"304",NA,NA,-9.00897955881935,-10.2559212902208
"305",0,-0.819345258040856,-9.90650317528044,-8.70752714050412
"306",0,0.615688157580718,NA,-13.3768876463803
"307",0,0.246976522058942,NA,-11.7049261613025
"308",1,NA,-9.91604712369168,-8.11834030425799
"309",1,-1.40719730862364,-9.930221565961,-7.14726752191526
"310",1,2.55684574688194,NA,-12.0520823343974
"311",1,-0.783725257343711,NA,-6.93102756709852
"312",0,-1.27303520408548,-11.6977724712367,-11.9551829980552
"313",1,-0.740156964884346,NA,-6.80791930043528
"314",NA,-0.327078686446427,-9.29097352838791,-9.945203508312
"315",1,-0.27143808709558,-9.65769322097304,-9.78613531581221
"316",1,0.668418278833511,-12.1739657998114,-11.1018714898449
"317",0,-0.592704339491558,-10.7637368729498,-11.0930700168844
"318",NA,NA,-10.5880591735837,-11.1165479003303
"319",0,-0.263344165307278,-8.59242759645673,-9.64091513230657
"320",NA,-2.06756156702056,-12.2293106478365,-11.4926135353509
"321",NA,-0.758725370148289,-10.793807397656,-11.7145254964868
"322",0,-1.21726662061917,NA,-11.222018411175
"323",0,0.487439353048263,-11.8770522999179,-15.3850342196904
"324",1,-1.29846403286978,-11.3669890920687,-7.91438161624847
"325",1,-0.572237776654814,-8.88501904596496,-8.82383057322962
"326",1,0.202357428021572,-8.38531245139821,-8.12159589847195
"327",NA,1.01734525949208,-11.2663344703141,-13.806002427572
"328",0,0.23326189166839,-7.85838955320515,-10.4696701031701
"329",0,-1.29557386903742,-8.39683499973773,-7.63573506465658
"330",NA,0.0955279840184194,-10.3076575329827,-11.4170408263369
"331",0,NA,-10.1609549732366,-13.0425664085291
"332",0,0.443063328955728,-9.75741234076631,-12.0408621952959
"333",0,-0.796410329095216,-9.44245530566191,-9.10324598629634
"334",1,0.0244864261844869,-12.0143338611847,-13.3965330549029
"335",1,-0.946952610651566,-6.86775358133769,-4.14519538206285
"336",0,NA,-10.1723750627326,-14.6062027226035
"337",NA,0.776045911363202,-10.7302315163133,-12.6781558463382
"338",0,0.578622040812714,NA,-10.4245618789097
"339",NA,-1.61989671491965,NA,-9.53279767641189
"340",0,1.91937728622463,-10.4795853762384,-13.5346201572823
"341",1,0.599453951112755,-10.0304018732721,-11.1649644265094
"342",NA,-0.958252068158017,-10.7971859912129,-8.45437566766456
"343",1,-1.69865793912633,-10.1109884589037,-7.85227956469059
"344",1,NA,-9.62574358665093,-10.2035291745737
"345",1,0.639257223309046,-9.76512168635404,-9.84121397282732
"346",1,NA,-10.9358767010314,-14.4739486004565
"347",0,0.390913114955537,-11.0994439427525,-10.8903558133377
"348",0,NA,NA,-8.10523809950061
"349",0,NA,-9.78253458590916,-11.5609886905564
"350",0,-0.270955788849782,-10.1004217548705,-9.7957736646848
"351",0,NA,-10.2961436198082,-8.79641106558297
"352",1,0.50458219022244,-9.7529137106586,-9.72323923474948
"353",NA,0.7345811288954,-11.1097379190803,-12.7037103993677
"354",NA,0.781640856673148,NA,-11.8612912723011
"355",0,-0.14279511653746,NA,-9.58266396580073
"356",0,2.9432925583883,-12.1125895153116,-14.5285630035099
"357",0,0.498661971625752,-10.02416539885,-11.8086674990663
"358",1,0.268858173969673,-7.58760923482339,-7.64768157006024
"359",1,1.27148332287619,-9.31798610662028,-9.83297844942584
"360",NA,1.70354541210269,-9.26360339843888,-7.94982018967843
"361",NA,0.177909904942041,-10.9188075858273,-13.0926154864724
"362",0,-0.234677263609622,-10.4806262317312,-13.4369995130854
"363",0,0.571795680937956,-9.40910391779591,-12.0625602827892
"364",NA,1.79503302051698,NA,-14.7920130280246
"365",0,1.07839867304755,NA,-12.4064807574459
"366",NA,0.378351823937825,-8.95178622630018,-10.3785521397126
"367",1,1.26996404571978,NA,-12.9465900954171
"368",1,-0.533179442722238,NA,-8.84420556598833
"369",NA,0.756429606687983,-9.10492594862625,-11.5110103176418
"370",1,-1.87064881831782,-9.31654487057822,-5.49461424471632
"371",1,-0.483063170412679,-9.10647181889308,-8.02505515911182
"372",0,NA,NA,-12.3327033547229
"373",1,1.15763063654712,-9.66978533566006,-9.18532685772308
"374",0,NA,-8.99513204138028,-10.8491363356412
"375",NA,1.31649124307184,NA,-12.0460204804149
"376",1,0.562385310377801,NA,-9.35491379419289
"377",0,-2.61043039775327,-9.51131492771779,-9.21377951903647
"378",0,0.0396085643834151,-10.5249267923786,-12.1413077750103
"379",0,-1.38372991503595,NA,-8.63506653190389
"380",1,NA,-11.95225718008,-10.0181564174738
"381",1,-0.485034897327159,-9.52544783713598,-8.58211608861141
"382",0,0.499800616827041,NA,-11.6301541221526
"383",1,0.184235263017816,NA,-11.8558245027654
"384",1,-0.48967043655665,-9.0769887259319,-9.03990492160436
"385",NA,1.47073888690942,NA,-15.3932675518199
"386",0,0.267836769939697,NA,-14.021457263884
"387",NA,-0.212011808790845,NA,-11.5742517527245
"388",NA,0.536825401328355,NA,-9.28908198385003
"389",0,0.31737670750787,-11.2993471430201,-11.3302127230172
"390",0,0.790418776015316,NA,-9.7350038963758
"391",1,-0.209134974399467,-8.13822155241151,-6.53806767980931
"392",0,-0.814832513587348,-9.93887558028076,-10.4904980713053
"393",1,NA,-9.13740007355145,-6.95527220739674
"394",0,NA,-8.52766489469154,-12.3331228844387
"395",1,0.814582065006376,-11.224252255847,-10.7177954012011
"396",1,0.555811911168169,NA,-10.8003171307021
"397",NA,1.27876845012627,-9.88197210076707,-12.9279106699551
"398",1,-0.102117007158339,NA,-10.8100031134139
"399",NA,-0.436977568402385,NA,-11.4655881532095
"400",0,NA,-9.804069026939,-10.5090126070989
"401",0,-0.454675124859145,-10.6605525749432,-11.1668067060274
"402",1,NA,-9.11784204768553,-8.96189968700862
"403",0,-1.02214290709151,-9.52555412734446,-9.34388671718932
"404",0,1.21589385964269,NA,-13.8458567782857
"405",NA,NA,-7.93612263022907,-9.70064768690571
"406",NA,NA,NA,-12.5093496487584
"407",0,-0.772479741177043,NA,-11.8725101947284
"408",0,0.43425264213824,-8.96011335313483,-9.18530336765124
"409",0,0.721277611026723,-10.456074743994,-12.9490426989193
"410",0,0.184419900254648,-9.74281199237549,-11.8314509439559
"411",0,0.168965601313334,-11.5995775235868,-12.3247424219321
"412",0,1.54732390686849,-10.7744082856391,-12.9156774863753
"413",1,0.586742262495304,-9.77327184850091,-10.8606024925403
"414",0,-0.371229515434663,-10.0784390732954,-10.4822233010074
"415",1,NA,NA,-10.1719031358844
"416",0,0.765004197494878,-9.47428802562065,-13.0531206085759
"417",0,-0.477356401558646,-8.71949727186409,-8.7479759512385
"418",0,-0.440842860893601,NA,-7.25572075086465
"419",0,-0.527510443219344,-10.8929451417084,-10.2537012305926
"420",1,-0.109478868080817,-11.3446418862149,-11.8672568686748
"421",1,-0.746526458945479,-10.2158696079573,-10.3920598493384
"422",1,NA,NA,-8.44747838906832
"423",1,NA,-9.88395546873206,-11.7771155939394
"424",0,-1.34492267490024,-9.32569001636917,-8.57444727635037
"425",1,NA,-10.1314234609358,-8.38176790961582
"426",1,0.195782178309913,-9.1145465664072,-9.5598328475066
"427",1,-0.308518182191618,-8.9751089769212,-9.93344394015673
"428",0,NA,-11.7217966129558,-9.16879842720061
"429",NA,NA,-9.6256428727401,-10.7379179657388
"430",0,-0.145353451894226,-9.98768386292113,-11.2917498958396
"431",0,-0.602750449536114,NA,-9.1293394611064
"432",NA,0.479906689594718,-10.5692437826994,-13.2598740944086
"433",0,0.589068720842315,-9.91195877739383,-11.5333131564814
"434",NA,0.0263529972952314,-11.6470632110446,-14.0756894768541
"435",1,1.8374197336363,-9.35359476580769,-11.0807756967127
"436",0,0.304087326926032,-11.9387694106603,-12.78778349334
"437",0,NA,-9.49416793473317,-12.9501035729334
"438",NA,1.40657213649135,NA,-11.8132512988915
"439",NA,1.35289114191134,-11.1118121632046,-13.2209566515803
"440",1,-0.790716787881197,-9.52965751378164,-7.44107880854793
"441",0,NA,-8.39179261769829,-6.90414395055554
"442",0,0.0347475536419904,NA,-10.7864575012416
"443",0,-0.692302671667044,-10.6905602202488,-10.7875030441352
"444",1,0.583605213065787,NA,-9.33617369053369
"445",0,0.0157230177337446,NA,-10.0386159808063
"446",1,0.0373299469823797,-11.5158913291327,-11.5066368571703
"447",NA,NA,-9.48455228208688,-9.25365433633545
"448",1,0.105043554960842,NA,-9.93046709455213
"449",1,-0.163362334998713,-11.9533304308464,-12.0680285596341
"450",0,0.0280764397608555,NA,-8.24680427464519
"451",NA,-1.39807246616431,-8.70765933638239,-8.61569228179648
"452",0,0.0156708415017607,-11.3126240112067,-12.0404038692983
"453",0,NA,-9.43370521600381,-8.13956769563345
"454",0,NA,NA,-8.78546994157322
"455",NA,NA,-9.78040877720665,-11.2657633192617
"456",NA,0.890134567913168,-9.86433506515865,-12.5874971312695
"457",0,NA,-10.3778864838361,-12.9275311785854
"458",1,0.333686892151739,-9.32591464603259,-9.71229796405453
"459",0,-0.47107171626429,NA,-9.96866932467586
"460",0,0.442577122218673,-11.436437187292,-12.4840590649222
"461",1,-0.317986377309793,NA,-10.9976590235497
"462",0,2.11296869163745,-9.91970308267868,-11.612841973593
"463",NA,-0.579722731278388,NA,-9.02519509612901
"464",0,-0.796359882260209,NA,-10.8833598814373
"465",1,0.763286462719342,NA,-12.4297833196408
"466",1,1.68859011497257,-8.1946540327803,-8.70400135339553
"467",NA,-1.45707080832532,NA,-9.39925133147805
"468",1,NA,NA,-10.9947112654912
"469",1,0.349037639809334,-9.93401396136231,-11.1222954011096
"470",1,0.658642815515682,-10.2221960441666,-10.363285431474
"471",1,NA,NA,-11.3484658391947
"472",1,NA,NA,-10.9809010926059
"473",1,-0.051526836995439,-9.65657695380332,-10.8443930499001
"474",1,-0.582310829927857,-9.79744491732469,-8.59038426248379
"475",NA,-0.627824485344219,NA,-11.5915976103605
"476",0,-0.240269769744741,-9.42011839513956,-9.54322490230481
"477",0,-0.932080879727154,-12.0379234664397,-12.2370149170816
"478",1,-1.10795284859189,-10.9081138392652,-9.19381576974427
"479",1,NA,-8.38943553158544,-5.99542997427623
"480",0,-0.322041336089282,NA,-12.1172838174976
"481",NA,NA,-9.43177977857108,-10.6001494126629
"482",0,0.284407958520514,-9.37834279751081,-11.067733111448
"483",1,-1.3162241090662,-12.0372392261855,-10.8768602784943
"484",0,-0.179149316754644,-9.60767767562453,-9.17723478517119
"485",1,-0.104226158032678,-9.4749599233336,-7.39411316244485
"486",0,-0.650106635540101,NA,-10.6834092606287
"487",0,NA,-10.131026919625,-8.38378124160906
